name,tag,dob,pob,dept_num,dept_ob,region,lat,lon,confidence
Sanjay Subrahmanyam,college_de_france,1961,New Delhi,33,Gironde,Nouvelle-Aquitaine,44.869736,-0.54963,0.309
Philippe Walter,college_de_france,1952,Metz,foreign,foreign,foreign,,,
Alain de Libera,college_de_france,1948,Neuilly-sur-Seine,92,Hauts-de-Seine,Île-de-France,48.886191,2.265869,0.954
Alain Fischer,college_de_france,1949,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Dominique Charpin,college_de_france,1954,Neuilly-sur-Seine,foreign,foreign,foreign,,,
Françoise Combes,college_de_france,1952,Montpellier,34,Hérault,Occitanie,43.610476,3.87048,0.962
François Déroche,college_de_france,1952,Metz,57,Moselle,Grand Est,49.108385,6.194891,0.957
Pierre-Michel Menger,college_de_france,1953,Forbach,57,Moselle,Grand Est,49.190789,6.893798,0.949
"Hugues Thé, de",college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Georges Calas,college_de_france,1948,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Marie-Paule Cani,college_de_france,1965,Unknown,foreign,foreign,foreign,,,
Bernard Meunier,college_de_france,1947,Poitiers,86,Vienne,Nouvelle-Aquitaine,46.586578,0.35668,0.956
Jean-Louis Cohen,college_de_france,1949,Paris 11,foreign,foreign,foreign,48.86030960083008,2.3786137104034424,
Jean-Jacques Hublin,college_de_france,1953,Mostaganem,72,Sarthe,Pays de la Loire,48.012277,0.228402,0.7
Sanjay Subrahmanyam,college_de_france,1961,New Delhi,33,Gironde,Nouvelle-Aquitaine,44.869736,-0.54963,0.309
Philippe Aghion,college_de_france,1956,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Patrick Boucheron,college_de_france,1965,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Jean-Luc Fournet,college_de_france,1965,Bordeaux,33,Gironde,Nouvelle-Aquitaine,44.851897,-0.587877,0.961
Yann Le Cun,college_de_france,1960,Soisy-sous-Montmorency,95,Val-d'Oise,Île-de-France,48.988538,2.301698,0.949
Alain Mabanckou,college_de_france,1966,foreign,foreign,foreign,foreign,,,
José-Alain Sahel,college_de_france,1955,foreign,foreign,foreign,foreign,,,
Thomas Sterner,college_de_france,,Unknown,foreign,foreign,foreign,,,
Claire Voisin,college_de_france,1962,Saint-Leu-la-Forêt,95,Val-d'Oise,Île-de-France,49.013301,2.242938,0.948
Bernard Derrida,college_de_france,1952,El Biar,67,Bas-Rhin,Grand Est,48.464848,7.440062,0.95
Thomas Lecuit,college_de_france,1971,Saumur,49,Maine-et-Loire,Pays de la Loire,47.261814,-0.082764,0.95
Jean-Daniel Boissonnat,college_de_france,1953,Unknown,foreign,foreign,foreign,,,
Didier Roux,college_de_france,1955,Neuilly-sur-Seine,92,Hauts-de-Seine,Île-de-France,48.886191,2.265869,0.954
Alain Wijffels,college_de_france,1954,Chêne-Bougeries près,74,Haute-Savoie,Auvergne-Rhône-Alpes,46.270998,6.26896,0.477
Bénédicte Savoy,college_de_france,1972,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Marc Henneaux,college_de_france,1955,Bruxelles,45,Loiret,Centre-Val de Loire,47.773607,2.881945,0.944
Stéphane Mallat,college_de_france,1962,Suresnes,92,Hauts-de-Seine,Île-de-France,48.870985,2.218087,0.953
Vinciane Pirenne-Delforge,college_de_france,1963,Verviers,13,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.693687,4.632299,0.692
Thomas Ebbesen,college_de_france,1954,Oslo,71,Saône-et-Loire,Bourgogne-Franche-Comté,46.783677,4.927047,0.846
Claire Mathieu,college_de_france,1965,Caen,14,Calvados,Normandie,49.184316,-0.37193,0.957
Victor Stoichiță,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Denis Duboule,college_de_france,1955,Genève,44,Loire-Atlantique,Pays de la Loire,47.21202,-1.60215,0.708
Edhem Eldem,college_de_france,1960,Genève,44,Loire-Atlantique,Pays de la Loire,47.21202,-1.60215,0.708
François Héran,college_de_france,1953,Laon,02,Aisne,Hauts-de-France,49.570287,3.614719,0.95
Jean-François Joanny,college_de_france,1956,Toulon,83,Var,Provence-Alpes-Côte d'Azur,43.136379,5.933443,0.959
Xavier Leroy,college_de_france,1968,Unknown,foreign,foreign,foreign,,,
Dario Mantovani,college_de_france,1961,Milan,13,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.419298,4.977489,0.951
Arnaud Fontanet,college_de_france,1961,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Amos Gitaï,college_de_france,1950,Haïfa,foreign,foreign,foreign,,,
Rachid Guerraoui,college_de_france,1967,Rabat,972,Martinique,,14.465505,-60.842925,0.855
Yanick Lahens,college_de_france,1953,Port-au-Prince,75,Paris,Île-de-France,48.819018,2.365597,0.695
Molly Przeworski,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Lucrezia Reichlin,college_de_france,1954,Rome,08,Ardennes,Grand Est,49.687897,5.019168,0.948
Samantha Besson,college_de_france,1973,Beyrouth,13,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.246632,5.401532,0.698
François-Xavier Fauvelle,college_de_france,1968,Unknown,foreign,foreign,foreign,,,
William Marx,college_de_france,1966,Villeneuve-lès-Avignon,30,Gard,Occitanie,43.971791,4.77692,0.947
Bảo Châu Ngô,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Lluis Quintana-Murci,college_de_france,1970,Palma,63,Puy-de-Dôme,Auvergne-Rhône-Alpes,46.024369,3.194664,0.943
François Recanati,college_de_france,1952,Unknown,foreign,foreign,foreign,,,
Luigi Rizzi,college_de_france,1952,Gênes en Italie,47,Lot-et-Garonne,Nouvelle-Aquitaine,44.185642,0.62186,0.361
Yahd Ben Achour,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Jean-Philippe Bouchaud,college_de_france,1962,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Didier Fassin,college_de_france,1955,Unknown,foreign,foreign,foreign,,,
Walter Fontana,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Nalini Anantharaman,college_de_france,1976,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Sonia Garel,college_de_france,1972,Paris,foreign,foreign,foreign,,,
Timothy Gowers,college_de_france,1963,Unknown,foreign,foreign,foreign,,,
Frédéric Magniez,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Virginie Courtier-Orgogozo,college_de_france,,Unknown,foreign,foreign,foreign,,,
Jean-Jacques Hublin,college_de_france,1953,Mostaganem,72,Sarthe,Pays de la Loire,48.012277,0.228402,0.7
Tatiana Giraud,college_de_france,1972,Unknown,foreign,foreign,foreign,,,
Christian Gollier,college_de_france,1961,Bruxelles,45,Loiret,Centre-Val de Loire,47.773607,2.881945,0.944
Daniel Lincot,college_de_france,1954,Unknown,foreign,foreign,foreign,,,
Wendy Elizabeth Mackay,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Alberto Manguel,college_de_france,1948,Buenos Aires,72,Sarthe,Pays de la Loire,48.020606,0.21276,0.701
Rémy Slama,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Esther Duflo,college_de_france,1972,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Denis Duboule,college_de_france,1955,Genève,44,Loire-Atlantique,Pays de la Loire,47.21202,-1.60215,0.708
Didier Fassin,college_de_france,1955,Unknown,foreign,foreign,foreign,,,
Antoine Lilti,college_de_france,1972,Unknown,foreign,foreign,foreign,,,
Mieke Bal,college_de_france,1946,Heemstede,foreign,foreign,foreign,,,
Lydéric Bocquet,college_de_france,1968,Unknown,foreign,foreign,foreign,,,
Laurence Boisson de Chazournes,college_de_france,1958,Douala,35,Ille-et-Vilaine,Bretagne,48.143227,-1.813778,0.861
Phượng  Bùi Trân,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Benoît Peeters,college_de_france,1956,Paris,75,Paris,Île-de-France,48.859,2.347,0.97
Mathilde Touvier,college_de_france,1980,La Seyne-sur-Mer,83,Var,Provence-Alpes-Côte d'Azur,43.093325,5.879651,0.954
Laurent Coulon,college_de_france,1970,Villeneuve-d'Ascq,59,Nord,Hauts-de-France,50.637788,3.147967,0.954
Louis Fensterbank,college_de_france,1967,Poitiers,86,Vienne,Nouvelle-Aquitaine,46.586578,0.35668,0.956
Alessandro  Morbidelli,college_de_france,1966,Priocca,foreign,foreign,foreign,,,
Kyle Harper,college_de_france,1979,foreign,foreign,foreign,foreign,,,
Stéphanie Lacour,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Salikoko S. Mufwene,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Emmanuelle Porcher,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Benoît Sagot,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Peter Sloterdijk,college_de_france,1947,Karlsruhe,foreign,foreign,foreign,,,
Nathalie Bajos,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
François-Marie Bréon,college_de_france,1965,Unknown,foreign,foreign,foreign,,,
Thierry Coquand,college_de_france,1961,Jallieu,38,Isère,Auvergne-Rhône-Alpes,45.593821,5.275957,0.702
Sébastien Lecommandoux,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Wadji Mouawad,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Yvon Maday ,college_de_france,1957,Saint-Brieuc,22,Côtes-d'Armor,Bretagne,48.508238,-2.766074,0.953
Pascale Senellart,college_de_france,1972,Corbeil-Essonnes,91,Essonne,Île-de-France,48.598229,2.465045,0.954
Sandra Lavorel,college_de_france,1965,Lyon,69,Rhône,Auvergne-Rhône-Alpes,45.758,4.835,0.964
Maria Melchior,college_de_france,Not found,Not found,foreign,foreign,foreign,,,
Claude Grison,college_de_france,1960,Unknown,foreign,foreign,foreign,,,
Lea Ypi,college_de_france,1979,Tirana,17,Charente-Maritime,Nouvelle-Aquitaine,46.170384,-1.171936,0.693
Isabelle Ratié,college_de_france,1976,Unknown,foreign,foreign,foreign,,,
