pob;dept_num;median;gini
Oissery;77345;26690;0.232
Orly-sur-Morin;77347;23380;
Les Ormes-sur-Voulzie;77348;23880;
Ormesson;77349;27540;
Othis;77350;26870;0.207
Ozoir-la-Ferrière;77352;27270;0.268
Ozouer-le-Voulgis;77353;27940;
Paley;77354;27340;
Pamfou;77355;26470;
Paroy;77356;26470;
Passy-sur-Seine;77357;;
Pécy;77358;25300;
Penchard;77359;27080;
Perthes;77360;29180;0.274
Pézarches;77361;26490;
Pierre-Levée;77363;25270;
Le Pin;77364;27180;
Le Plessis-aux-Bois;77365;27740;
Le Plessis-Feu-Aussoux;77366;28320;
Le Plessis-l'Évêque;77367;27000;
Le Plessis-Placy;77368;25490;
Poigny;77369;23050;
Poincy;77370;28610;
Poligny;77371;25630;
Pommeuse;77372;25660;0.215
Pomponne;77373;27180;0.37
Pontault-Combault;77374;25010;0.25
Pontcarré;77376;28180;0.234
Précy-sur-Marne;77377;27610;
Presles-en-Brie;77378;28540;0.21
Pringy;77379;25750;0.232
Provins;77380;19200;0.319
Puisieux;77381;24440;
Quiers;77382;26690;
Quincy-Voisins;77383;27360;0.231
Rampillon;77384;26110;
Réau;77385;25660;
Rebais;77386;21460;0.219
Recloses;77387;30980;
Remauville;77388;24580;
Reuil-en-Brie;77389;26470;
La Rochette;77390;27950;0.29
Roissy-en-Brie;77391;24320;0.231
Rouilly;77392;23140;
Rouvres;77393;27510;
Rozay-en-Brie;77394;25690;0.239
Rubelles;77395;25420;0.255
Rumont;77396;27070;
Rupéreux;77397;24380;
Saâcy-sur-Marne;77398;23200;
Sablonnières;77400;23370;
Saint-Augustin;77401;27280;
Sainte-Aulde;77402;26320;
Saint-Barthélemy;77403;23620;
Saint-Brice;77404;25310;
Sainte-Colombe;77405;23010;
Saint-Cyr-sur-Morin;77406;25000;
Saint-Denis-lès-Rebais;77407;26590;
Saint-Fargeau-Ponthierry;77408;25520;0.263
Saint-Fiacre;77409;27290;
Saint-Germain-Laval;77410;23190;0.211
Saint-Germain-Laxis;77411;28770;
Saint-Germain-sous-Doue;77412;26290;
Saint-Germain-sur-École;77413;27650;
Saint-Germain-sur-Morin;77414;28340;0.223
Saint-Hilliers;77415;25320;
Saint-Jean-les-Deux-Jumeaux;77416;26810;
Saint-Just-en-Brie;77417;26950;
Saint-Léger;77418;27050;
Saint-Loup-de-Naud;77419;23870;
Saint-Mammès;77420;24330;0.229
Saint-Mard;77421;26890;0.211
Saint-Mars-Vieux-Maisons;77423;26010;
Saint-Martin-des-Champs;77424;23220;
Saint-Martin-du-Boschet;77425;25050;
Saint-Martin-en-Bière;77426;32360;
Saint-Méry;77427;30090;
Saint-Mesmes;77428;28770;
Saint-Ouen-en-Brie;77429;27390;
Saint-Ouen-sur-Morin;77430;25620;
Saint-Pathus;77431;26790;0.191
Saint-Pierre-lès-Nemours;77432;24900;0.218
Saint-Rémy-la-Vanne;77433;25570;
Beautheil-Saints;77434;26270;0.245
Saint-Sauveur-lès-Bray;77435;24810;
Saint-Sauveur-sur-École;77436;33090;
Saint-Siméon;77437;26230;
Saint-Soupplets;77438;25030;0.24
Saint-Thibault-des-Vignes;77439;26940;0.273
Salins;77440;24010;
Sammeron;77441;25210;
Samois-sur-Seine;77442;32540;0.405
Samoreau;77443;28840;0.239
Sancy;77444;28020;
Sancy-lès-Provins;77445;24330;
Savigny-le-Temple;77446;22240;0.231
Savins;77447;24970;
Seine-Port;77448;33990;
Sept-Sorts;77449;24130;
Serris;77450;25790;0.276
Servon;77451;28020;0.257
Signy-Signets;77452;24550;
Sigy;77453;;
Sivry-Courtry;77454;29320;
Sognolles-en-Montois;77455;26200;
Soignolles-en-Brie;77456;28470;0.217
Soisy-Bouy;77457;25360;
Solers;77458;26730;
Souppes-sur-Loing;77459;20430;0.262
Sourdun;77460;22960;
Tancrou;77461;25410;
Thénisy;77462;27040;
Thieux;77463;23530;
Thomery;77464;29480;0.255
Thorigny-sur-Marne;77465;25580;0.251
Thoury-Férottes;77466;25450;
Tigeaux;77467;28790;
La Tombe;77468;23360;
Torcy;77469;21830;0.257
Touquin;77470;27270;
Tournan-en-Brie;77471;26380;0.24
Tousson;77472;26640;
La Trétoire;77473;24990;
Treuzy-Levelay;77474;27700;
Trilbardou;77475;27100;
Trilport;77476;25450;0.212
Trocy-en-Multien;77477;26620;
Ury;77478;28400;
Ussy-sur-Marne;77479;23830;
Vaires-sur-Marne;77480;26430;0.259
Valence-en-Brie;77481;24790;
Vanvillé;77482;28150;
Varennes-sur-Seine;77483;21350;0.221
Varreddes;77484;25970;0.256
Vaucourtois;77485;27560;
Le Vaudoué;77486;30120;
Vaudoy-en-Brie;77487;26780;
Vaux-le-Pénil;77489;26950;0.235
Vaux-sur-Lunain;77490;24120;
Vendrest;77492;24520;
Verdelot;77493;24250;
Verneuil-l'Étang;77494;25360;0.207
Vernou-la-Celle-sur-Seine;77495;25910;0.211
Vert-Saint-Denis;77496;25270;0.228
Vieux-Champagne;77498;26090;
Vignely;77500;30280;
Villebéon;77501;24860;
Villecerf;77504;26150;
Villemaréchal;77505;27010;
Villemareuil;77506;26350;
Villemer;77507;26520;
Villenauxe-la-Petite;77508;23050;
Villeneuve-le-Comte;77509;28520;
Villeneuve-les-Bordes;77510;25220;
Villeneuve-Saint-Denis;77511;29270;
Villeneuve-sous-Dammartin;77512;21480;
Villeneuve-sur-Bellot;77513;23060;
Villenoy;77514;24730;0.24
Villeparisis;77515;22650;0.244
Villeroy;77516;27460;
Ville-Saint-Jacques;77517;26590;
Villevaudé;77518;28000;
Villiers-en-Bière;77519;32110;
Villiers-Saint-Georges;77520;21690;
Villiers-sous-Grez;77521;28330;
Villiers-sur-Morin;77522;28030;
Villiers-sur-Seine;77523;22840;
Villuis;77524;25120;
Vimpelles;77525;25120;
Vinantes;77526;27000;
Vincy-Manœuvre;77527;26540;
Voinsles;77528;27280;
Voisenon;77529;29720;
Voulangis;77530;29750;
Voulton;77531;24160;
Voulx;77532;22730;
Vulaines-lès-Provins;77533;;
Vulaines-sur-Seine;77534;30280;0.237
Yèbles;78003;27590;
Ablis;78005;26630;0.212
Achères;78006;23420;0.259
Adainville;78007;30450;
Aigremont;78009;41170;
Allainville;78010;26680;
Les Alluets-le-Roi;78013;34380;
Andelu;78015;31070;
Andrésy;78020;29500;0.261
Arnouville-lès-Mantes;78029;30750;
Aubergenville;78030;23070;0.241
Auffargis;78031;32530;
Auffreville-Brasseuil;78033;28790;
Aulnay-sur-Mauldre;78034;28930;
Auteuil;78036;32720;
Autouillet;78043;33110;
Bailly;78048;38230;0.272
Bazainville;78049;31990;
Bazemont;78050;34090;
Bazoches-sur-Guyonne;78053;36490;
Béhoust;78057;32830;
Bennecourt;78062;26070;
Beynes;78068;29850;0.241
Blaru;78070;26910;
Boinville-en-Mantois;78071;28030;
Boinville-le-Gaillard;78072;26570;
Boinvilliers;78073;30620;
Bois-d'Arcy;78076;27520;0.236
Boissets;78077;27650;
La Boissière-École;78082;27710;
Boissy-Mauvoisin;78084;27790;
Boissy-sans-Avoir;78087;31530;
Bonnelles;78089;30380;0.228
Bonnières-sur-Seine;78090;20720;0.245
Bouafle;78092;28450;0.26
Bougival;78096;31630;0.402
Bourdonné;78104;32020;
Breuil-Bois-Robert;78107;28740;
Bréval;78108;27310;
Les Bréviaires;78113;32520;
Brueil-en-Vexin;78117;30950;
Buc;78118;35400;0.284
Buchelay;78120;24140;0.24
Bullion;78123;33250;
Carrières-sous-Poissy;78124;22570;0.266
Carrières-sur-Seine;78125;32680;0.304
La Celle-les-Bordes;78126;35610;
La Celle-Saint-Cloud;78128;29510;0.373
Cernay-la-Ville;78133;34950;
Chambourcy;78138;32930;0.352
Chanteloup-les-Vignes;78140;19940;0.268
Chapet;78143;32520;
Châteaufort;78146;37760;
Chatou;78147;33670;0.326
Chaufour-lès-Bonnières;78152;27350;
Chavenay;78158;41630;
Le Chesnay-Rocquencourt;78160;33520;0.324
Chevreuse;78162;33230;0.283
Choisel;78163;35390;
Civry-la-Forêt;78164;29400;
Clairefontaine-en-Yvelines;78165;34860;
Les Clayes-sous-Bois;78168;26060;0.252
Coignières;78171;23590;0.244
Condé-sur-Vesgre;78172;30840;
Conflans-Sainte-Honorine;78185;27320;0.272
Courgent;78188;32110;
Cravent;78189;26910;
Crespières;78190;37670;
Croissy-sur-Seine;78192;38780;0.4
Dammartin-en-Serve;78193;25440;
Dampierre-en-Yvelines;78194;35130;
Dannemarie;78196;32960;
Davron;78202;39010;
Drocourt;78206;26400;
Ecquevilly;78208;26630;0.243
Élancourt;78209;26320;0.245
Émancé;78217;30810;
Épône;78220;26330;0.239
Les Essarts-le-Roi;78224;29600;0.264
L'Étang-la-Ville;78227;40580;0.378
Évecquemont;78230;31430;
La Falaise;78231;28620;
Favrieux;78233;28820;
Feucherolles;78234;42090;0.352
Flacourt;78236;26080;
Flexanville;78237;31130;
Flins-Neuve-Église;78238;26740;
Flins-sur-Seine;78239;25620;0.231
Follainville-Dennemont;78242;25230;0.245
Fontenay-le-Fleury;78245;26260;0.262
Fontenay-Mauvoisin;78246;32020;
Fontenay-Saint-Père;78255;30160;
Freneuse;78261;22930;0.228
Gaillon-sur-Montcient;78262;28410;
Galluis;78263;30840;
Gambais;78264;32660;0.323
Gambaiseuil;78265;;
Garancières;78267;31350;0.225
Gargenville;78269;25030;0.219
Gazeran;78276;33010;
Gommecourt;78278;26090;
Goupillières;78281;32630;
Goussonville;78283;28640;
Grandchamp;78285;27740;
Gressey;78289;31200;
Grosrouvre;78290;37690;
Guernes;78291;25840;
Guerville;78296;28050;
Guitrancourt;78297;28720;
Guyancourt;78299;24720;0.275
Hardricourt;78300;25430;0.285
Hargeville;78302;30610;
La Hauteville;78305;29790;
Herbeville;78307;34160;
Hermeray;78310;31520;
Houdan;78311;24540;0.243
Houilles;78314;30390;0.267
Issou;78317;25020;0.197
Jambville;78320;29650;
Notre-Dame-de-la-Mer;78321;25900;
Jouars-Pontchartrain;78322;32860;0.252
Jouy-en-Josas;78324;35740;0.334
Jouy-Mauvoisin;78325;26820;
Jumeauville;78327;29270;
Juziers;78329;26040;0.234
Lainville-en-Vexin;78334;28260;
Lévis-Saint-Nom;78335;35190;
Limay;78337;20170;0.251
Limetz-Villez;78343;25330;0.24
Les Loges-en-Josas;78344;40940;
Lommoye;78346;28180;
Longnes;78349;28230;
Longvilliers;78350;34010;
Louveciennes;78354;36060;0.363
Magnanville;78356;24580;0.208
Magny-les-Hameaux;78358;28610;0.257
Maisons-Laffitte;78361;36990;0.338
Mantes-la-Jolie;78362;17310;0.284
Mantes-la-Ville;78364;20040;0.254
Marcq;78366;32540;
Mareil-le-Guyon;78367;35100;
Mareil-Marly;78368;40010;0.294
Mareil-sur-Mauldre;78372;34440;
Marly-le-Roi;78380;31270;0.295
Maule;78381;29730;0.28
Maulette;78382;28930;
Maurecourt;78383;29740;0.253
Maurepas;78384;26870;0.251
Médan;78385;37290;
Ménerville;78389;28090;
Méré;78391;35020;
Méricourt;78396;25780;
Le Mesnil-le-Roi;78397;36120;0.342
Le Mesnil-Saint-Denis;78398;32940;0.233
Les Mesnuls;78401;35290;
Meulan-en-Yvelines;78402;21470;0.256
Mézières-sur-Seine;78403;27410;0.234
Mézy-sur-Seine;78404;28830;0.279
Millemont;78406;28430;
Milon-la-Chapelle;78407;42810;
Mittainville;78410;29300;
Moisson;78413;28240;
Mondreville;78415;26850;
Montainville;78416;33410;
Montalet-le-Bois;78417;30300;
Montchauvet;78418;31950;
Montesson;78420;32980;0.283
Montfort-l'Amaury;78423;34200;0.38
Montigny-le-Bretonneux;78431;30360;0.25
Morainvilliers;78437;36400;0.324
Mousseaux-sur-Seine;78439;29020;
Mulcent;78440;;
Les Mureaux;78442;18240;0.25
Neauphle-le-Château;78443;31940;0.288
Neauphle-le-Vieux;78444;33460;
Neauphlette;78451;28120;
Nézel;78455;27320;
Noisy-le-Roi;78460;37660;0.306
Oinville-sur-Montcient;78464;29830;
Orcemont;78465;29850;
Orgerus;78466;29300;0.222
Orgeval;78470;37140;0.342
Orphin;78472;30860;
Orsonville;78474;27230;
Orvilliers;78475;27610;
Osmoy;78478;29120;
Paray-Douaville;78481;28950;
Le Pecq;78484;30800;0.32
Perdreauville;78486;28160;
Le Perray-en-Yvelines;78490;29640;0.235
Plaisir;78497;25690;0.26
Poigny-la-Forêt;78498;35520;
Poissy;78499;23910;0.286
Ponthévrard;78501;30540;
Porcheville;78502;24860;0.217
Le Port-Marly;78505;26620;0.325
Prunay-le-Temple;78506;29990;
Prunay-en-Yvelines;78513;29420;
La Queue-les-Yvelines;78516;29530;0.249
Raizeux;78517;31640;
Rambouillet;78518;27990;0.263
Rennemoulin;78520;39140;
Richebourg;78522;31290;
Rochefort-en-Yvelines;78528;34410;
Rolleboise;78530;23360;
Rosay;78531;27080;
Rosny-sur-Seine;78536;22430;0.244
Sailly;78537;28840;
Saint-Arnoult-en-Yvelines;78545;29630;0.289
Saint-Cyr-l'École;78548;26750;0.265
Saint-Forget;78550;37880;
Saint-Germain-de-la-Grange;78551;34630;
Saint-Germain-en-Laye;78557;33250;0.388
Saint-Hilarion;78558;28930;
Saint-Illiers-la-Ville;78559;25370;
Saint-Illiers-le-Bois;78561;30600;
Saint-Lambert;78562;39000;
Saint-Léger-en-Yvelines;78564;31060;
Saint-Martin-de-Bréthencourt;78565;28920;
Saint-Martin-des-Champs;78567;32700;
Saint-Martin-la-Garenne;78569;28680;
Sainte-Mesme;78571;29320;
Saint-Nom-la-Bretèche;78575;44020;0.376
Saint-Rémy-lès-Chevreuse;78576;34800;0.269
Saint-Rémy-l'Honoré;78586;34420;
Sartrouville;78588;25680;0.275
Saulx-Marchais;78590;30520;
Senlisse;78591;34460;
Septeuil;78597;27600;0.318
Soindres;78601;28530;
Sonchamp;78605;30050;
Tacoignières;78606;29550;
Le Tartre-Gaudran;78608;;
Le Tertre-Saint-Denis;78609;26740;
Tessancourt-sur-Aubette;78615;29900;
Thiverval-Grignon;78616;29850;
Thoiry;78618;29640;
Tilly;78620;28480;
Toussus-le-Noble;78621;35870;
Trappes;78623;18320;0.246
Le Tremblay-sur-Mauldre;78624;32060;
Triel-sur-Seine;78638;29350;0.266
Vaux-sur-Seine;78640;29160;0.278
Vélizy-Villacoublay;78642;28610;0.26
Verneuil-sur-Seine;78643;28180;0.288
Vernouillet;78644;28980;0.309
La Verrière;78646;19450;0.265
Versailles;78647;33780;0.343
Vert;78650;29750;
Le Vésinet;78653;42870;0.443
Vicq;78655;33430;
Vieille-Église-en-Yvelines;78668;32800;
La Villeneuve-en-Chevrie;78672;26970;
Villennes-sur-Seine;78674;38200;0.375
Villepreux;78677;29190;0.242
Villette;78681;30750;
Villiers-le-Mahieu;78683;31130;
Villiers-Saint-Frédéric;78686;31450;0.237
Viroflay;78688;36100;0.312
Voisins-le-Bretonneux;79001;35470;0.261
L'Absie;79002;19020;
Adilly;79003;22260;
Aiffres;79005;25020;0.235
Airvault;79007;21280;0.238
Allonne;79008;21830;
Amailloux;79009;19410;
Amuré;79010;24280;
Arçais;79012;20830;
Ardin;79013;22900;
Argentonnay;79014;20240;0.236
Loretz-d'Argenton;79015;20010;0.228
Asnières-en-Poitou;79016;18880;
Assais-les-Jumeaux;79018;20180;
Aubigné;79019;19840;
Aubigny;79020;20360;
Augé;79022;23210;
Availles-Thouarsais;79023;20940;
Avon;79024;;
Azay-le-Brûlé;79025;24070;
Azay-sur-Thouet;79029;21620;
Beaulieu-sous-Parthenay;79030;20380;
Beaussais-Vitré;79031;23250;
Beauvoir-sur-Niort;79032;23070;
Béceleuf;79034;22530;
Bessines;79038;28930;
Boismé;79040;21290;
La Boissière-en-Gâtine;79042;22540;
Bougon;79046;22780;
Le Bourdet;79047;24050;
Boussais;79048;21130;
La Crèche;79049;25010;0.207
Bressuire;79050;21350;0.264
Bretignolles;79055;21880;
Brieuil-sur-Chizé;79056;;
Brion-près-Thouet;79057;21620;
Brioux-sur-Boutonne;79058;20460;
Brûlain;79059;23130;
Le Busseau;79060;20150;
Caunay;79061;21840;
Celles-sur-Belle;79062;22510;0.231
Cerizay;79063;20010;0.223
Val en Vignes;79064;19700;0.213
Fontivillié;79066;21850;
Champdeniers;79069;22420;
Chanteloup;79070;21350;
La Chapelle-Bâton;79071;23690;
La Chapelle-Bertrand;79074;23190;
La Chapelle-Pouilloux;79076;19370;
La Chapelle-Saint-Laurent;79077;21530;
Beugnon-Thireuil;79078;20340;
Plaine-d'Argenson;79079;21590;
Mauléon;79080;21720;0.214
Châtillon-sur-Thouet;79081;21430;0.219
Chauray;79083;26010;0.218
Chef-Boutonne;79084;19400;0.266
Chenay;79085;20020;
Chérigné;79086;23640;
Cherveux;79087;24540;
Chey;79088;18830;
Chiché;79089;21580;
Le Chillou;79090;21660;
Chizé;79091;21320;
Cirières;79092;21780;
Clavé;79094;19790;
Clessé;79095;20370;
Clussais-la-Pommeraie;79096;19970;
Combrand;79100;21770;
Coulon;79101;25270;0.222
Coulonges-sur-l'Autize;79102;22130;0.224
Coulonges-Thouarsais;79103;21330;
Courlay;79104;20860;0.249
Cours;79105;23950;
Les Châteliers;79106;19900;
Couture-d'Argenson;79108;20350;
Doux;79109;22000;
Échiré;79111;25850;0.214
Ensigné;79112;21250;
Épannes;79114;24790;
Exireuil;79115;21620;
Exoudun;79116;21440;
Faye-l'Abbesse;79117;20620;
Faye-sur-Ardin;79118;23160;
Fénery;79119;21400;
Fenioux;79120;21710;
La Ferrière-en-Parthenay;79121;20760;
Fomperron;79122;21840;
Fontenille-Saint-Martin-d'Entraigues;79123;20950;
La Forêt-sur-Sèvre;79124;21200;0.224
Les Forges;79125;20190;
Fors;79126;24580;
Les Fosses;79127;22360;
La Foye-Monjault;79128;23600;
François;79129;27610;
Fressines;79130;26070;
Frontenay-Rohan-Rohan;79131;24990;0.215
Geay;79132;19680;
Genneton;79133;18250;
Germond-Rouvre;79134;24160;
Glénay;79135;22210;
Gourgé;79136;21000;
Alloinay;79137;20140;
Granzay-Gript;79139;24870;
Les Groseillers;79140;;
Valdelaume;79141;20410;
Irais;79142;22060;
Juillé;79144;21470;
Juscorps;79145;23040;
Lageon;79147;19190;
Largeasse;79148;20010;
Lezay;79149;20560;
Lhoumois;79150;19330;
Limalonges;79152;20380;
Lorigné;79153;20290;
Loubigné;79154;18900;
Loubillé;79156;17660;
Louin;79157;20430;
Louzy;79158;22190;
Luché-sur-Brioux;79159;22630;
Luché-Thouarsais;79160;21310;
Lusseray;79161;24770;
Luzay;79162;23220;
Magné;79163;26170;0.228
Mairé-Levescault;79164;19260;
Maisonnay;79165;19480;
Maisontiers;79166;21010;
Marigny;79167;22090;
Marnes;79170;23050;
Mauzé-sur-le-Mignon;79172;21960;0.215
Mazières-en-Gâtine;79174;21420;
Melle;79175;21800;0.24
Melleran;79176;18790;
Ménigoute;79177;19990;
Messé;79179;22290;
Moncoutant-sur-Sèvre;79180;21310;0.214
Montalembert;79183;20940;
Montravers;79184;22020;
La Mothe-Saint-Héray;79185;20650;
Aigondigné;79189;24740;0.2
Nanteuil;79190;22810;
Neuvy-Bouin;79191;20080;
Niort;79195;23120;0.279
Nueil-les-Aubiers;79196;20570;0.216
Plaine-et-Vallées;79197;21910;0.217
Oroux;79198;17190;
Paizay-le-Chapt;79200;19690;
Pamplie;79201;22760;
Pamproux;79202;21390;
Parthenay;79203;20240;0.256
Pas-de-Jeu;79204;20270;
Périgné;79205;22880;
Pers;79207;;
La Petite-Boissière;79208;21770;
La Peyratte;79209;20770;
Pierrefitte;79210;21020;
Le Pin;79212;22190;
Pliboux;79213;18160;
Pompaire;79215;22560;0.256
Pougne-Hérisson;79216;19630;
Prahecq;79217;24620;0.203
Prailles-La Couarde;79218;22400;
Pressigny;79220;20410;
Prin-Deyrançon;79223;22110;
Puihardy;79225;;
Reffannes;79226;20290;
Le Retail;79229;20290;
La Rochénard;79230;24540;
Rom;79231;20350;
Romans;79235;23950;
Saint-Amand-sur-Sèvre;79236;22070;
Saint-André-sur-Sèvre;79238;20930;
Saint-Aubin-du-Plain;79239;21170;
Saint-Aubin-le-Cloud;79241;21170;
Saint-Christophe-sur-Roc;79242;23470;
Voulmentin;79243;21270;
Saint-Coutant;79244;20820;
Saint-Cyr-la-Lande;79246;22150;
Sainte-Eanne;79249;21570;
Saint-Gelais;79250;26510;0.198
Sainte-Gemme;79251;21990;
Marcillé;79252;21750;
Saint-Généroux;79253;22480;
Saint-Georges-de-Noisné;79254;19860;
Saint-Georges-de-Rex;79255;22730;
Saint-Germain-de-Longue-Chaume;79256;19770;
Saint-Germier;79257;21250;
Saint-Hilaire-la-Palud;79258;21720;
Saint-Jacques-de-Thouars;79259;23460;
Saint-Jean-de-Thouars;79263;23230;
Saint-Laurs;79265;21740;
Saint-Léger-de-Montbrun;79267;22180;
Saint-Lin;79268;19840;
Saint-Loup-Lamairé;79269;20850;
Saint-Maixent-de-Beugné;79270;22190;
Saint-Maixent-l'École;79271;19600;0.24
Saint-Marc-la-Lande;79273;21830;
Saint-Martin-de-Bernegoue;79274;24470;
Saint-Martin-de-Mâcon;79276;22800;
Saint-Martin-de-Saint-Maixent;79277;23450;
Saint-Martin-de-Sanzay;79278;21940;
Saint-Martin-du-Fouilloux;79280;18670;
Saint Maurice Étusson;79281;20660;
Saint-Maxire;79283;26010;
Sainte-Néomaye;79284;23810;
Sainte-Ouenne;79285;23350;
Saint-Pardoux-Soutiers;79286;21720;
Saint-Paul-en-Gâtine;79289;20370;
Saint-Pierre-des-Échaubrognes;79290;22990;
Saint-Pompain;79293;23790;
Saint-Rémy;79294;25050;
Saint-Romans-des-Champs;79295;23280;
Saint-Romans-lès-Melle;79297;22830;
Sainte-Soline;79298;18950;
Saint-Symphorien;79299;25530;0.219
Saint-Varent;79300;21360;0.207
Sainte-Verge;79301;23150;
Saint-Vincent-la-Châtre;79302;23280;
Saivres;79303;22980;
Salles;79304;20530;
Sansais;79306;25530;
Saurais;79307;22990;
Sauzé-Vaussais;79308;19640;
Sciecq;79309;27040;
Scillé;79310;22660;
Secondigné-sur-Belle;79311;21450;
Secondigny;79312;19990;
Séligné;79313;21600;
Sepvret;79316;22820;
Soudan;79319;21510;
Souvigné;79320;23140;
Surin;79322;23140;
Le Tallud;79326;21990;
Thénezay;79329;19700;
Thouars;79331;20280;0.28
Tourtenay;79332;19930;
Trayes;79334;21100;
Val-du-Mignon;79335;22970;
Vallans;79336;25530;
Vançais;79337;20910;
Le Vanneau-Irleau;79338;23540;
Vanzay;79339;21670;
Vasles;79340;20320;
Vausseroux;79341;19040;
Vautebis;79342;19220;
Vernoux-en-Gâtine;79343;20550;
Vernoux-sur-Boutonne;79345;23150;
Verruyes;79346;21650;
Le Vert;79347;24050;
Viennay;79348;21510;
Villefollet;79349;21600;
Villemain;79350;18290;
Villiers-en-Bois;79351;23150;
Villiers-en-Plaine;79352;23830;
Villiers-sur-Chizé;79354;20080;
Vouhé;79355;20920;
Vouillé;79357;26430;0.233
Xaintray;80001;22080;
Abbeville;80002;19000;0.279
Ablaincourt-Pressoir;80003;20300;
Acheux-en-Amiénois;80004;22120;
Acheux-en-Vimeu;80005;21710;
Agenville;80006;;
Agenvillers;80008;24980;
Aigneville;80009;20750;
Ailly-le-Haut-Clocher;80010;23330;
Ailly-sur-Noye;80011;23380;0.228
Ailly-sur-Somme;80013;21990;0.197
Airaines;80014;19500;0.236
Aizecourt-le-Bas;80015;;
Aizecourt-le-Haut;80016;;
Albert;80017;19620;0.243
Allaines;80018;22230;
Allenay;80019;21540;
Allery;80020;22320;
Allonville;80021;27620;
Amiens;80022;19650;0.322
Andainville;80023;22810;
Andechy;80024;23540;
Argœuves;80025;26370;
Argoules;80026;21030;
Arguel;80027;;
Armancourt;80028;;
Arquèves;80029;21640;
Arrest;80030;20660;
Arry;80031;19650;
Arvillers;80032;21970;
Assainvillers;80033;21170;
Assevillers;80034;20420;
Athies;80035;22140;
Aubercourt;80036;;
Aubigny;80037;24830;
Aubvillers;80038;21710;
Auchonvillers;80039;26250;
Ault;80040;20470;
Aumâtre;80041;22180;
Aumont;80042;21990;
Autheux;80043;21470;
Authie;80044;22720;
Authieule;80045;22040;
Authuille;80046;21710;
Avelesges;80047;;
Aveluy;80048;21920;
Avesnes-Chaussoy;80049;;
Ayencourt;80050;24390;
Bacouel-sur-Selle;80051;29330;
Bailleul;80052;22010;
Baizieux;80053;23220;
Balâtre;80054;;
Barleux;80055;20630;
Barly;80056;18360;
Bavelincourt;80057;;
Bayencourt;80058;;
Bayonvillers;80059;21910;
Bazentin;80060;;
Béalcourt;80061;18890;
Beaucamps-le-Jeune;80062;20050;
Beaucamps-le-Vieux;80063;19200;
Beauchamps;80064;21720;
Beaucourt-en-Santerre;80065;28020;
Beaucourt-sur-l'Ancre;80066;;
Beaucourt-sur-l'Hallue;80067;25300;
Beaufort-en-Santerre;80068;21960;
Beaumetz;80069;22040;
Beaumont-Hamel;80070;23470;
Beauquesne;80071;22040;
Beauval;80073;20620;
Bécordel-Bécourt;80074;24100;
Becquigny;80076;23120;
Béhen;80077;22670;
Béhencourt;80078;23820;
Bellancourt;80079;26810;
Belleuse;80080;23070;
Belloy-en-Santerre;80081;22580;
Belloy-Saint-Léonard;80082;;
Belloy-sur-Somme;80083;24740;
Bergicourt;80084;23890;
Bermesnil;80085;21020;
Bernâtre;80086;;
Bernaville;80087;20090;
Bernay-en-Ponthieu;80088;22100;
Bernes;80089;21910;
Berneuil;80090;22840;
Berny-en-Santerre;80092;21710;
Bertangles;80093;26260;
Berteaucourt-les-Dames;80094;20710;
Berteaucourt-lès-Thennes;80095;27070;
Bertrancourt;80096;22640;
Béthencourt-sur-Mer;80097;20930;
Béthencourt-sur-Somme;80098;20940;
Bettembos;80099;;
Bettencourt-Rivière;80100;22870;
Bettencourt-Saint-Ouen;80101;22220;
Beuvraignes;80102;21690;
Biaches;80103;22500;
Biarre;80104;;
Biencourt;80105;24170;
Billancourt;80106;23980;
Blangy-sous-Poix;80107;23970;
Blangy-Tronville;80108;27240;
Boisbergues;80109;;
Le Boisle;80110;19900;
Boismont;80112;23410;
Bonnay;80113;22660;
Bonneville;80114;23230;
Bosquel;80115;24430;
Bouchavesnes-Bergen;80116;20210;
Bouchoir;80117;23300;
Bouchon;80118;22300;
Boufflers;80119;21420;
Bougainville;80120;24280;
Bouillancourt-en-Séry;80121;22790;
Bouillancourt-la-Bataille;80122;22400;
Bouquemaison;80123;21550;
Bourdon;80124;24430;
Bourseville;80125;21780;
Boussicourt;80126;;
Bouttencourt;80127;22160;
Bouvaincourt-sur-Bresle;80128;21570;
Bouvincourt-en-Vermandois;80129;23540;
Bouzincourt;80130;22760;
Bovelles;80131;27490;
Boves;80132;24660;0.247
Braches;80133;25020;
Brailly-Cornehotte;80134;22600;
Brassy;80135;;
Bray-lès-Mareuil;80136;20810;
Bray-sur-Somme;80137;21820;
Breilly;80138;22770;
Bresle;80139;22420;
Breuil;80140;;
Brévillers;80141;23440;
Brie;80142;21850;
Briquemesnil-Floxicourt;80143;26970;
Brocourt;80144;;
Brouchy;80145;22930;
Brucamps;80146;21990;
Brutelles;80147;22120;
Buigny-l'Abbé;80148;24440;
Buigny-lès-Gamaches;80149;21910;
Buigny-Saint-Maclou;80150;25620;
Buire-Courcelles;80151;19880;
Buire-sur-l'Ancre;80152;23830;
Bus-la-Mésière;80153;18330;
Bus-lès-Artois;80154;19610;
Bussu;80155;22340;
Bussus-Bussuel;80156;22720;
Bussy-lès-Daours;80157;28060;
Bussy-lès-Poix;80158;26730;
Buverchy;80159;;
Cachy;80160;27220;
Cagny;80161;28170;
Cahon;80162;23520;
Caix;80163;21960;
Cambron;80164;23300;
Camon;80165;24690;0.251
